"postcode","postcode_space","postcode.area","Average.download.speed..Mbit.s.","Maximum.download.speed..Mbit.s.","Minimum.download.speed..Mbit.s.","Average.upload.speed..Mbit.s.","Maximum.upload.speed..Mbit.s.","Minimum.upload.speed..Mbit.s.","Average.data.usage..GB.","All.Premises","All.Matched.Premises","lsoa_area","county"
"TR197LG","TR19 7LG","TR",3.92395157629342,4.39444915467244,2.85647020622048,2.45100509811232,3.04452243772342,0.693147180559945,4.30406509320417,2.07944154167984,2.07944154167984,"Cornwall 069B","Cornwall"
"TR197LH","TR19 7LH","TR",3.3603753871419,4.18052225846315,2.21920348405499,1.84054963339749,2.82731362192903,0.693147180559945,4.89783979995091,2.63905732961526,2.63905732961526,"Cornwall 069B","Cornwall"
"TR197LJ","TR19 7LJ","TR",3.71357206670431,4.39444915467244,2.2082744135228,2.29253475714054,3.04452243772342,0.336472236621213,5.72358510195238,3.43398720448515,3.43398720448515,"Cornwall 069A","Cornwall"
"TR197LL","TR19 7LL","TR",3.57794789340665,4.39444915467244,3.04452243772342,1.85629799036563,3.04452243772342,0.53062825106217,5.64897423816121,3.25809653802148,3.25809653802148,"Cornwall 069A","Cornwall"
"TR197LP","TR19 7LP","TR",3.36384159511839,4.02535169073515,2.37024374146786,1.64865862558738,2.39789527279837,0.641853886172395,4.43081679884331,2.63905732961526,2.63905732961526,"Cornwall 069B","Cornwall"
"TR197LS","TR19 7LS","TR",3.64805745959368,4.23988686751276,2.37024374146786,2.17475172148416,3.04452243772342,0.470003629245736,5.52146091786225,3.04452243772342,3.04452243772342,"Cornwall 069B","Cornwall"
"TR197LT","TR19 7LT","TR",3.18221184049661,3.71357206670431,3.03013370027132,1.19392246847243,2.39789527279837,0.587786664902119,4.57471097850338,2.94443897916644,2.94443897916644,"Cornwall 069B","Cornwall"
"TR197LU","TR19 7LU","TR",3.49953328238302,4.39444915467244,2.92316158071916,1.87180217690159,3.04452243772342,0.741937344729377,4.24849524204936,2.70805020110221,2.70805020110221,"Cornwall 069B","Cornwall"
"TR197LW","TR19 7LW","TR",3.28091121578765,3.91002100275747,2.50143595173921,1.77495235091167,2.39789527279837,0.741937344729377,4.89034912822175,2.70805020110221,2.70805020110221,"Cornwall 069B","Cornwall"
"TR197LX","TR19 7LX","TR",3.65325227647079,4.39444915467244,2.73436750941958,2.3887627892351,3.04452243772342,0.53062825106217,5.19295685089021,2.83321334405622,2.83321334405622,"Cornwall 069B","Cornwall"
"TR197LZ","TR19 7LZ","TR",3.63758615972639,4.13836144763888,2.61006979274201,1.96009478404727,2.68784749378469,0.693147180559945,3.8286413964891,2.484906649788,2.484906649788,"Cornwall 069B","Cornwall"
"TR197NB","TR19 7NB","TR",4.07073469658297,4.38949864951258,2.86789890204411,2.68784749378469,3.04452243772342,0.78845736036427,5.5683445037611,1.94591014905531,1.94591014905531,"Cornwall 069B","Cornwall"
"TR197NE","TR19 7NE","TR",3.85651029549789,4.17899203628239,2.68784749378469,2.62466859216316,3.04452243772342,1.58923520511658,5.40717177146012,1.79175946922805,1.79175946922805,"Cornwall 069B","Cornwall"
"TR197NF","TR19 7NF","TR",3.5055573969864,4.22097721315547,2.62466859216316,1.50407739677627,2.39789527279837,0.741937344729377,4.17438726989564,3.04452243772342,3.04452243772342,"Cornwall 069B","Cornwall"
"TR197NG","TR19 7NG","TR",3.23867845216438,3.8264651170665,1.77495235091167,1.66770682055808,1.94591014905531,0.78845736036427,4.26267987704132,1.79175946922805,1.79175946922805,"Cornwall 069B","Cornwall"
"TR197NJ","TR19 7NJ","TR",2.87919845729804,3.16968558067743,2.43361335540045,1.1314021114911,1.56861591791385,0.741937344729377,5.08759633523238,2.484906649788,2.484906649788,"Cornwall 069A","Cornwall"
"TR197NL","TR19 7NL","TR",2.89037175789616,3.71357206670431,1.54756250871601,0.955511445027436,2.32238772029023,0.336472236621213,4.86753445045558,3.25809653802148,3.25809653802148,"Cornwall 069A","Cornwall"
"TR197NN","TR19 7NN","TR",2.43361335540045,2.58776403522771,1.94591014905531,0.641853886172395,0.741937344729377,0.405465108108164,3.71357206670431,2.07944154167984,2.07944154167984,"Cornwall 069A","Cornwall"
"TR197NP","TR19 7NP","TR",3.04927304048202,3.42426265459315,2.52572864430826,1.28093384546206,1.84054963339749,0.693147180559945,4.85981240436167,2.63905732961526,2.63905732961526,"Cornwall 069A","Cornwall"
"TR197NR","TR19 7NR","TR",3.13549421592915,4.39444915467244,0.262364264467491,1.54756250871601,3.04452243772342,0.336472236621213,4.36944785246702,2.63905732961526,2.63905732961526,"Cornwall 069A","Cornwall"
"TR197NT","TR19 7NT","TR",2.63188884013665,3.58351893845611,1.41098697371026,1.09861228866811,1.94591014905531,0.336472236621213,4.87519732320115,2.94443897916644,2.94443897916644,"Cornwall 069A","Cornwall"
"TR197NU","TR19 7NU","TR",2.47653840011748,3.90399083373088,0.78845736036427,1.16315080980568,2.39789527279837,0.262364264467491,4.60517018598809,2.83321334405622,2.83321334405622,"Cornwall 069A","Cornwall"
"TR197NX","TR19 7NX","TR",1.3609765531356,1.52605630349505,1.16315080980568,0.470003629245736,0.587786664902119,0.336472236621213,2.56494935746154,2.484906649788,2.484906649788,"Cornwall 069A","Cornwall"
"TR197PB","TR19 7PB","TR",3.68386691229039,4.32413265625498,2.72129542785223,2.29253475714054,3.04452243772342,0.693147180559945,4.75359019110636,2.19722457733622,2.19722457733622,"Cornwall 069B","Cornwall"
"TR197PD","TR19 7PD","TR",1.6094379124341,1.88706964903238,1.45861502269952,0.587786664902119,0.641853886172395,0.470003629245736,4.38202663467388,1.79175946922805,1.79175946922805,"Cornwall 069A","Cornwall"
"TR197PF","TR19 7PF","TR",3.66612246699132,4.36309862478836,1.90210752639692,2.45958884180371,3.04452243772342,0.693147180559945,4.60517018598809,2.39789527279837,2.39789527279837,"Cornwall 069A","Cornwall"
"TR197PG","TR19 7PG","TR",3.88977739648083,4.18509892549057,2.91235066461494,2.61006979274201,3.04452243772342,0.741937344729377,5.5683445037611,1.94591014905531,1.94591014905531,"Cornwall 069A","Cornwall"
"TR197PH","TR19 7PH","TR",3.14415227867226,3.91202300542815,2.32238772029023,1.43508452528932,2.46809953147162,0.741937344729377,5.04342511691925,1.94591014905531,1.94591014905531,"Cornwall 069A","Cornwall"
"TR197PJ","TR19 7PJ","TR",3.37758751602302,4.02535169073515,2.484906649788,1.7404661748405,2.39789527279837,0.741937344729377,4.9416424226093,2.07944154167984,2.07944154167984,"Cornwall 069A","Cornwall"
"TR197PL","TR19 7PL","TR",3.92197333628131,4.39321382406445,2.70136121295141,2.54160199346455,3.04452243772342,0.693147180559945,5.32300997913841,2.77258872223978,2.77258872223978,"Cornwall 069A","Cornwall"
